7.400000 1.297783 1.188998 1.073286 0.986968 2.170785
7.500000 1.287077 1.177523 1.076125 0.994831 2.167230
7.600000 1.293428 1.183181 1.056799 1.000852 2.182695
7.700000 1.300227 1.179863 1.087782 0.986626 2.188249
7.800000 1.309040 1.180644 1.081710 0.985516 2.212174
7.900000 1.306287 1.181717 1.061144 0.987918 2.204350
8.000000 1.304879 1.178419 1.064125 0.987173 2.206963
8.100000 1.290635 1.184817 1.065069 0.979980 2.210714
8.200000 1.285998 1.175348 1.076215 0.979514 2.208652
8.300000 1.290386 1.170162 1.065055 0.974235 2.203334
8.400000 1.297773 1.156324 1.078358 0.971289 2.216282
8.500000 1.293264 1.162645 1.084205 0.976163 2.206245
8.600000 1.300723 1.180731 1.070083 0.968436 2.199643
8.700000 1.299633 1.177509 1.063269 0.978425 2.199527
8.800000 1.282438 1.176148 1.077702 0.974488 2.197431
8.900000 1.282773 1.174609 1.079559 0.974640 2.202923
9.000000 1.292901 1.167342 1.072524 0.976486 2.189509
9.100000 1.277472 1.172994 1.075672 0.978776 2.196416
9.200000 1.300371 1.158972 1.067917 0.989354 2.196091
9.300000 1.315504 1.171483 1.067228 0.993649 2.195862
9.400000 1.310090 1.173583 1.069967 0.987697 2.191360
9.500000 1.296147 1.198861 1.082377 0.981751 2.197991
9.600000 1.297311 1.191288 1.081751 0.979081 2.207733
9.700000 1.276831 1.188006 1.084011 0.983382 2.193451
9.800000 1.301941 1.187349 1.080786 0.982616 2.177488
9.900000 1.285105 1.182387 1.090884 0.992079 2.189029
10.000000 1.280273 1.163095 1.079687 0.995994 2.185725


0.000000 0.000000 0.000000 0.000000 0.000000 0.000000
0.100000 3.140667 3.385776 3.484372 3.565008 5.411672
0.200000 2.190786 2.752092 2.831303 2.872046 5.125926
0.300000 1.748663 2.249091 2.472493 2.633545 4.951497
0.400000 1.552192 1.873863 2.181494 2.420257 4.792427
0.500000 1.429906 1.652695 1.885888 2.190916 4.563188
0.600000 1.360186 1.513891 1.691997 1.933911 4.392046
0.700000 1.324822 1.394952 1.548770 1.740880 4.214560
0.800000 1.332916 1.341729 1.450419 1.628394 4.007515
0.900000 1.301235 1.319301 1.371473 1.465484 3.921708
1.000000 1.300560 1.285581 1.329666 1.375629 3.833315
1.100000 1.274333 1.270167 1.259678 1.335810 3.707139
1.200000 1.266258 1.226079 1.254646 1.277249 3.588492
1.300000 1.264977 1.230747 1.236439 1.225605 3.530529
1.400000 1.267216 1.221860 1.189267 1.180794 3.482217
1.500000 1.266841 1.216495 1.169176 1.151225 3.380983
1.600000 1.281347 1.225771 1.156695 1.134275 3.337361
1.700000 1.252181 1.201857 1.143339 1.105176 3.268910
1.800000 1.267638 1.194962 1.129107 1.084223 3.258197
1.900000 1.254077 1.196937 1.142883 1.090476 3.210233
2.000000 1.251817 1.180170 1.111513 1.062255 3.131273
2.100000 1.263155 1.186435 1.106563 1.050626 3.103160
2.200000 1.252350 1.177329 1.092002 1.055076 3.088270
2.300000 1.252886 1.192996 1.093300 1.072686 3.057938
2.400000 1.264285 1.165492 1.065163 1.018996 3.089168
2.500000 1.256087 1.166476 1.072714 1.027753 3.012158
2.600000 1.274163 1.169795 1.086083 1.004504 2.978438
2.700000 1.249495 1.175148 1.081360 1.022936 2.971162
2.800000 1.262880 1.171290 1.074737 1.012403 2.966872
2.900000 1.248769 1.168988 1.063690 0.993653 2.925517
3.000000 1.246523 1.178164 1.061266 0.985805 2.929497
3.100000 1.255690 1.167621 1.060149 1.007371 2.922060
3.200000 1.255933 1.157304 1.056320 0.996728 2.951220
3.300000 1.231697 1.162501 1.046761 0.986477 2.927546
3.400000 1.257370 1.161545 1.048502 0.965760 2.894224
3.500000 1.270974 1.162715 1.041463 0.984588 2.828969
3.600000 1.280797 1.140605 1.044349 0.985067 2.892983
3.700000 1.244441 1.170756 1.061335 0.970863 2.838256
3.800000 1.236294 1.168486 1.041468 0.996059 2.860210
3.900000 1.250651 1.151230 1.042016 0.966007 2.839701
4.000000 1.265248 1.162792 1.041424 0.991547 2.842116
4.100000 1.249224 1.167528 1.034942 0.983804 2.856158
4.200000 1.271679 1.128820 1.040815 0.971169 2.842224
4.300000 1.259740 1.144552 1.045912 0.980240 2.833818
4.400000 1.246109 1.146087 1.034528 0.981285 2.791451
4.500000 1.260234 1.164202 1.048480 0.972255 2.805398
4.600000 1.256370 1.154145 1.031114 0.973771 2.815977
4.700000 1.238365 1.163587 1.034532 0.966977 2.823946
4.800000 1.270837 1.150861 1.018614 0.974190 2.832850
4.900000 1.251332 1.162704 1.033257 0.972298 2.807777
5.000000 1.276469 1.165214 1.045922 0.987113 2.789991
5.100000 1.243360 1.154932 1.035042 0.999672 2.760291
5.200000 1.255226 1.144747 1.043430 0.979277 2.815035
5.300000 1.245008 1.162750 1.037833 0.969288 2.819438
5.400000 1.257672 1.138962 1.049847 0.983545 2.746407
5.500000 1.267580 1.144942 1.063576 0.968415 2.762650
5.600000 1.273530 1.154295 1.042038 0.980952 2.782505
5.700000 1.266643 1.155273 1.055155 0.977987 2.766716
5.800000 1.247979 1.159449 1.038585 0.999210 2.730745
5.900000 1.275738 1.162514 1.043434 0.969660 2.761454
6.000000 1.257793 1.149866 1.056337 0.973909 2.757085
6.100000 1.255942 1.149563 1.060656 0.990916 2.779030
6.200000 1.290912 1.144919 1.076233 1.003865 2.768357
6.300000 1.265438 1.156589 1.069721 0.992785 2.771058
6.400000 1.255373 1.152692 1.052061 0.979822 2.758059
6.500000 1.263581 1.165638 1.062138 0.972851 2.754099
6.600000 1.274409 1.128460 1.059085 0.996927 2.760864
6.700000 1.248622 1.157354 1.083792 0.988144 2.768182
6.800000 1.270709 1.152023 1.040241 0.982342 2.731704
6.900000 1.270041 1.159667 1.089247 1.010944 2.749875
7.000000 1.266851 1.159010 1.089802 0.982861 2.757335
7.100000 1.265612 1.177225 1.056531 0.991089 2.781867
7.200000 1.259327 1.144821 1.068199 1.001965 2.731313
7.300000 1.264611 1.166762 1.082177 1.017366 2.772141
7.400000 1.287749 1.167841 1.062554 0.999116 2.738349
7.500000 1.282228 1.166159 1.084620 1.010512 2.788453
7.600000 1.284963 1.173486 1.091634 1.019005 2.727779
7.700000 1.271875 1.181116 1.102693 1.022942 2.745032
7.800000 1.289514 1.175835 1.095202 1.005417 2.758792
7.900000 1.283960 1.180931 1.099906 1.013715 2.784754
8.000000 1.280167 1.192016 1.097069 1.020864 2.710988
8.100000 1.259260 1.169422 1.093699 1.036516 2.695073
8.200000 1.271605 1.183394 1.095905 1.014694 2.761822
8.300000 1.273452 1.215368 1.088138 1.033929 2.723702
8.400000 1.288890 1.160797 1.104760 1.039849 2.790258
