0.000000 0.068489
0.100000 0.066597
0.200000 0.069157
0.300000 0.066483
0.400000 0.065719
0.500000 0.066518
0.600000 0.065101
0.700000 0.073211
0.800000 0.070254
0.900000 0.074447
1.000000 0.072917
1.100000 0.064269
1.200000 0.069100
1.300000 0.067611
1.400000 0.072328
1.500000 0.071425
1.600000 0.065706
1.700000 0.063974
1.800000 0.062582
1.900000 0.069096
2.000000 0.067138
2.100000 0.063865
2.200000 0.068189
2.300000 0.067335
2.400000 0.068946
2.500000 0.067579
2.600000 0.062671
2.700000 0.066912
2.800000 0.068781
2.900000 0.071632
3.000000 0.070619
3.100000 0.072918
3.200000 0.065923
3.300000 0.070134
3.400000 0.066732
3.500000 0.067452
3.600000 0.065921
3.700000 0.063836
3.800000 0.068737
3.900000 0.069891
4.000000 0.069003
4.100000 0.071873
4.200000 0.064195
4.300000 0.070392
4.400000 0.069517
4.500000 0.069403
4.600000 0.063157
4.700000 0.067175
4.800000 0.073525
4.900000 0.067707
5.000000 0.070820
5.100000 0.066979
5.200000 0.065071
5.300000 0.069011
5.400000 0.070326
5.500000 0.074550
5.600000 0.067952
5.700000 0.073239
5.800000 0.069866
5.900000 0.063591
6.000000 0.068853
6.100000 0.061658
6.200000 0.069338
6.300000 0.068191
6.400000 0.069719
6.500000 0.071272
6.600000 0.071818
6.700000 0.067211
6.800000 0.069229
6.900000 0.067206
7.000000 0.067848
7.100000 0.072742
7.200000 0.061769
7.300000 0.067018
7.400000 0.068640
7.500000 0.064439
7.600000 0.066161
7.700000 0.064192
7.800000 0.066702
7.900000 0.067308
8.000000 0.069704
8.100000 0.065320
8.200000 0.068933
8.300000 0.068718
8.400000 0.068533
8.500000 0.070194
8.600000 0.064159
8.700000 0.067823
8.800000 0.070204
8.900000 0.065258
9.000000 0.066288
9.100000 0.066902
9.200000 0.068390
9.300000 0.067666
9.400000 0.060984
9.500000 0.066935
9.600000 0.069898
9.700000 0.073490
9.800000 0.068865
9.900000 0.065987
10.000000 0.067794
