0.000000 0.059598
0.100000 0.062319
0.200000 0.060728
0.300000 0.056229
0.400000 0.059716
0.500000 0.060445
0.600000 0.059819
0.700000 0.058702
0.800000 0.061076
0.900000 0.059803
1.000000 0.059796
1.100000 0.058380
1.200000 0.062973
1.300000 0.062787
1.400000 0.060462
1.500000 0.055528
1.600000 0.057728
1.700000 0.063394
1.800000 0.062578
1.900000 0.060428
2.000000 0.056425
2.100000 0.058238
2.200000 0.059267
2.300000 0.059160
2.400000 0.065253
2.500000 0.060328
2.600000 0.056375
2.700000 0.056778
2.800000 0.060119
2.900000 0.061848
3.000000 0.059427
3.100000 0.062712
3.200000 0.059922
3.300000 0.054017
3.400000 0.058955
3.500000 0.060793
3.600000 0.055855
3.700000 0.061368
3.800000 0.058632
3.900000 0.054995
4.000000 0.058136
4.100000 0.060463
4.200000 0.063444
4.300000 0.063139
4.400000 0.060950
4.500000 0.063954
4.600000 0.066025
4.700000 0.060658
4.800000 0.062945
4.900000 0.061862
5.000000 0.061316
5.100000 0.053913
5.200000 0.060261
5.300000 0.059207
5.400000 0.058094
5.500000 0.055485
5.600000 0.060210
5.700000 0.055664
5.800000 0.064599
5.900000 0.056832
6.000000 0.066564
6.100000 0.058293
6.200000 0.058844
6.300000 0.063700
6.400000 0.064340
6.500000 0.061037
6.600000 0.059369
6.700000 0.053932
6.800000 0.058212
6.900000 0.060960
7.000000 0.061629
7.100000 0.060219
7.200000 0.063279
7.300000 0.055677
7.400000 0.061776
7.500000 0.057990
7.600000 0.057445
7.700000 0.062325
7.800000 0.065078
7.900000 0.061097
8.000000 0.054224
8.100000 0.061958
8.200000 0.058843
8.300000 0.070359
8.400000 0.063383
8.500000 0.063083
8.600000 0.061966
8.700000 0.062652
8.800000 0.060042
8.900000 0.055586
9.000000 0.064418
9.100000 0.060134
9.200000 0.062085
9.300000 0.058897
9.400000 0.063964
9.500000 0.060191
9.600000 0.061711
9.700000 0.059504
9.800000 0.053660
9.900000 0.063777
10.000000 0.061482
