0.000000 0.000000 0.000000
10.000000 0.633700 0.369500
20.000000 0.857300 1.113100
30.000000 0.959700 1.992500
40.000000 0.976700 2.910800
50.000000 1.009500 3.834900
60.000000 0.996400 4.747900
70.000000 1.023900 5.649100
80.000000 1.014100 6.544400
90.000000 1.008300 7.417200
100.000000 1.005200 8.262400
110.000000 1.006900 9.086800
120.000000 1.011700 9.915900
130.000000 0.999900 10.718400
140.000000 0.996300 11.495200
150.000000 0.999900 12.246300
160.000000 1.006700 12.981500
170.000000 1.020000 13.706200
180.000000 1.018200 14.447900
190.000000 1.000000 15.161800
200.000000 1.012000 15.839600
210.000000 1.015500 16.519800
220.000000 0.997500 17.183800
230.000000 0.979600 17.827400
240.000000 0.981800 18.428200
250.000000 1.000000 19.044600
260.000000 0.990600 19.659000
270.000000 1.006900 20.282900
280.000000 0.995500 20.872200
290.000000 0.999800 21.451900
300.000000 0.983700 22.004700
310.000000 1.003900 22.555200
320.000000 1.006500 23.088500
330.000000 1.009100 23.622300
340.000000 1.007900 24.142000
350.000000 1.015900 24.677900
360.000000 1.004600 25.182300
370.000000 1.001200 25.664400
380.000000 1.002300 26.154300
390.000000 1.020100 26.629700
400.000000 0.984000 27.101700
410.000000 0.992600 27.551400
420.000000 1.005000 27.983300
430.000000 1.002800 28.414300
440.000000 0.995900 28.817000
450.000000 0.990500 29.224400
460.000000 0.992300 29.616600
470.000000 1.009400 30.025000
480.000000 1.001800 30.429900
490.000000 1.000500 30.813500
500.000000 1.001500 31.177400
510.000000 0.973800 31.534800
520.000000 0.984000 31.852100
530.000000 0.993400 32.210600
540.000000 0.991300 32.533900
550.000000 1.015000 32.866300
560.000000 1.013400 33.232800
570.000000 1.013000 33.570200
580.000000 1.012000 33.904100
590.000000 1.013500 34.248400
600.000000 1.015600 34.551300
610.000000 1.014400 34.884800
620.000000 0.997900 35.199500
630.000000 1.005200 35.496200
640.000000 1.008500 35.799100
650.000000 0.987600 36.106700
660.000000 0.988700 36.367800
670.000000 0.987200 36.652800
680.000000 0.996800 36.895100
690.000000 1.000100 37.173700
700.000000 0.991800 37.449300
710.000000 0.994600 37.686100
720.000000 1.000700 37.962400
730.000000 1.003800 38.228000
740.000000 0.994700 38.460700
750.000000 1.001400 38.680400
760.000000 1.006700 38.922500
770.000000 0.996900 39.157400
780.000000 0.994500 39.362400
790.000000 1.001600 39.562400
800.000000 0.988800 39.770200
810.000000 0.996300 39.965100
820.000000 1.002400 40.162300
830.000000 0.990400 40.361000
840.000000 0.963500 40.540300
850.000000 0.981900 40.704500
860.000000 0.981100 40.867800
870.000000 1.002600 41.037400
880.000000 0.978400 41.191300
890.000000 0.993600 41.328400
900.000000 1.003300 41.489000
910.000000 0.983500 41.689600
920.000000 0.990200 41.835200
930.000000 0.994000 41.975700
940.000000 1.000500 42.142300
950.000000 1.000000 42.297500
960.000000 1.013500 42.451100
970.000000 1.010700 42.597600
980.000000 1.013300 42.733000
990.000000 1.005100 42.894400
1000.000000 0.991700 43.043400
1010.000000 0.986200 43.172200
1020.000000 1.002000 43.298000
1030.000000 1.005900 43.430600
1040.000000 1.007700 43.537900
1050.000000 1.001000 43.679300
1060.000000 0.982500 43.800800
1070.000000 0.995500 43.922100
1080.000000 0.977300 44.024200
1090.000000 1.009400 44.115000
1100.000000 0.998300 44.244700
1110.000000 1.007800 44.368900
1120.000000 1.020400 44.505600
